央视频道,#genre#
CCTV5,http://221.205.237.146:9003/hls/5/index.m3u8
CCTV5+,http://221.205.237.146:9003/hls/6/index.m3u8
CCTV6,http://221.205.237.146:9003/hls/7/index.m3u8
CCTV7,http://221.205.237.146:9003/hls/8/index.m3u8
CCTV8,http://221.205.237.146:9003/hls/9/index.m3u8
CCTV9,http://221.205.237.146:9003/hls/10/index.m3u8
CCTV10,http://221.205.237.146:9003/hls/11/index.m3u8
CCTV12,http://221.205.237.146:9003/hls/13/index.m3u8
CCTV13,http://221.205.237.146:9003/hls/14/index.m3u8
CCTV14,http://221.205.237.146:9003/hls/15/index.m3u8
CCTV16,http://221.205.237.146:9003/hls/17/index.m3u8
CCTV17,http://221.205.237.146:9003/hls/18/index.m3u8
CCTV1,http://110.178.211.196:9003/hls/1/index.m3u8
CCTV2,http://110.178.211.196:9003/hls/2/index.m3u8
CCTV3,http://110.178.211.196:9003/hls/3/index.m3u8
CCTV4,http://110.178.211.196:9003/hls/4/index.m3u8
CCTV5+,http://110.178.211.196:9003/hls/6/index.m3u8
CCTV6,http://110.178.211.196:9003/hls/7/index.m3u8
CCTV7,http://110.178.211.196:9003/hls/8/index.m3u8
CCTV8,http://110.178.211.196:9003/hls/9/index.m3u8
CCTV9,http://110.178.211.196:9003/hls/10/index.m3u8
CCTV10,http://110.178.211.196:9003/hls/11/index.m3u8
CCTV12,http://110.178.211.196:9003/hls/13/index.m3u8
CCTV13,http://110.178.211.196:9003/hls/14/index.m3u8
CCTV14,http://110.178.211.196:9003/hls/15/index.m3u8
CCTV16,http://110.178.211.196:9003/hls/17/index.m3u8
CCTV17,http://110.178.211.196:9003/hls/18/index.m3u8
CCTV1,http://171.116.252.172:9003/hls/1/index.m3u8
CCTV2,http://171.116.252.172:9003/hls/2/index.m3u8
CCTV3,http://171.116.252.172:9003/hls/3/index.m3u8
CCTV4,http://171.116.252.172:9003/hls/4/index.m3u8
CCTV5,http://171.116.252.172:9003/hls/5/index.m3u8
CCTV6,http://171.116.252.172:9003/hls/7/index.m3u8
CCTV7,http://171.116.252.172:9003/hls/8/index.m3u8
CCTV8,http://171.116.252.172:9003/hls/9/index.m3u8
CCTV9,http://171.116.252.172:9003/hls/10/index.m3u8
CCTV10,http://171.116.252.172:9003/hls/11/index.m3u8
CCTV12,http://171.116.252.172:9003/hls/13/index.m3u8
CCTV13,http://171.116.252.172:9003/hls/14/index.m3u8
CCTV14,http://171.116.252.172:9003/hls/15/index.m3u8
CCTV16,http://171.116.252.172:9003/hls/17/index.m3u8
CCTV17,http://171.116.252.172:9003/hls/18/index.m3u8
央视台球,http://171.116.252.172:9003/hls/63/index.m3u8
央视高尔夫网球,http://171.116.252.172:9003/hls/64/index.m3u8
央视文化精品,http://171.116.252.172:9003/hls/72/index.m3u8
CCTV1,http://118.81.162.186:9003/hls/1/index.m3u8
CCTV2,http://118.81.162.186:9003/hls/2/index.m3u8
CCTV3,http://118.81.162.186:9003/hls/3/index.m3u8
CCTV4,http://118.81.162.186:9003/hls/4/index.m3u8
CCTV5,http://118.81.162.186:9003/hls/5/index.m3u8
CCTV5+,http://118.81.162.186:9003/hls/6/index.m3u8
CCTV6,http://118.81.162.186:9003/hls/7/index.m3u8
CCTV7,http://118.81.162.186:9003/hls/8/index.m3u8
CCTV8,http://118.81.162.186:9003/hls/9/index.m3u8
CCTV9,http://118.81.162.186:9003/hls/10/index.m3u8
CCTV10,http://118.81.162.186:9003/hls/11/index.m3u8
CCTV12,http://118.81.162.186:9003/hls/13/index.m3u8
CCTV13,http://118.81.162.186:9003/hls/14/index.m3u8
CCTV14,http://118.81.162.186:9003/hls/15/index.m3u8
CCTV16,http://118.81.162.186:9003/hls/17/index.m3u8
CCTV17,http://118.81.162.186:9003/hls/18/index.m3u8
CCTV1,http://171.120.250.248:9003/hls/1/index.m3u8
CCTV2,http://171.120.250.248:9003/hls/2/index.m3u8
CCTV3,http://171.120.250.248:9003/hls/3/index.m3u8
CCTV4,http://171.120.250.248:9003/hls/4/index.m3u8
CCTV5,http://171.120.250.248:9003/hls/5/index.m3u8
CCTV5+,http://171.120.250.248:9003/hls/6/index.m3u8
CCTV6,http://171.120.250.248:9003/hls/7/index.m3u8
CCTV7,http://171.120.250.248:9003/hls/8/index.m3u8
CCTV8,http://171.120.250.248:9003/hls/9/index.m3u8
CCTV9,http://171.120.250.248:9003/hls/10/index.m3u8
CCTV10,http://171.120.250.248:9003/hls/11/index.m3u8
CCTV12,http://171.120.250.248:9003/hls/13/index.m3u8
CCTV13,http://171.120.250.248:9003/hls/14/index.m3u8
CCTV14,http://171.120.250.248:9003/hls/15/index.m3u8
CCTV16,http://171.120.250.248:9003/hls/17/index.m3u8
CCTV17,http://171.120.250.248:9003/hls/18/index.m3u8
CCTV1,http://110.178.211.241:9003/hls/1/index.m3u8
CCTV2,http://110.178.211.241:9003/hls/2/index.m3u8
CCTV3,http://110.178.211.241:9003/hls/3/index.m3u8
CCTV4,http://110.178.211.241:9003/hls/4/index.m3u8
CCTV5+,http://110.178.211.241:9003/hls/6/index.m3u8
CCTV6,http://110.178.211.241:9003/hls/7/index.m3u8
CCTV7,http://110.178.211.241:9003/hls/8/index.m3u8
CCTV8,http://110.178.211.241:9003/hls/9/index.m3u8
CCTV9,http://110.178.211.241:9003/hls/10/index.m3u8
CCTV10,http://110.178.211.241:9003/hls/11/index.m3u8
CCTV12,http://110.178.211.241:9003/hls/13/index.m3u8
CCTV13,http://110.178.211.241:9003/hls/14/index.m3u8
CCTV14,http://110.178.211.241:9003/hls/15/index.m3u8
CCTV16,http://110.178.211.241:9003/hls/17/index.m3u8
CCTV17,http://110.178.211.241:9003/hls/18/index.m3u8
CCTV1+,http://27.185.1.27:8092/hls/1/index.m3u8
CCTV4,http://27.185.1.27:8092/hls/4/index.m3u8
CCTV9+,http://27.185.1.27:8092/hls/9/index.m3u8
CCTV11,http://27.185.1.27:8092/hls/11/index.m3u8
CCTV1,http://118.81.76.29:9003/hls/1/index.m3u8
CCTV2,http://118.81.76.29:9003/hls/2/index.m3u8
CCTV3,http://118.81.76.29:9003/hls/3/index.m3u8
CCTV4,http://118.81.76.29:9003/hls/4/index.m3u8
CCTV5,http://118.81.76.29:9003/hls/5/index.m3u8
CCTV5+,http://118.81.76.29:9003/hls/6/index.m3u8
CCTV6,http://118.81.76.29:9003/hls/7/index.m3u8
CCTV7,http://118.81.76.29:9003/hls/8/index.m3u8
CCTV8,http://118.81.76.29:9003/hls/9/index.m3u8
CCTV9,http://118.81.76.29:9003/hls/10/index.m3u8
CCTV10,http://118.81.76.29:9003/hls/11/index.m3u8
CCTV12,http://118.81.76.29:9003/hls/13/index.m3u8
CCTV13,http://118.81.76.29:9003/hls/14/index.m3u8
CCTV14,http://118.81.76.29:9003/hls/15/index.m3u8
CCTV16,http://118.81.76.29:9003/hls/17/index.m3u8
CCTV17,http://118.81.76.29:9003/hls/18/index.m3u8
CCTV1,http://118.81.87.220:9003/hls/1/index.m3u8
CCTV2,http://118.81.87.220:9003/hls/2/index.m3u8
CCTV3,http://118.81.87.220:9003/hls/3/index.m3u8
CCTV4,http://118.81.87.220:9003/hls/4/index.m3u8
CCTV5,http://118.81.87.220:9003/hls/5/index.m3u8
CCTV5+,http://118.81.87.220:9003/hls/6/index.m3u8
CCTV6,http://118.81.87.220:9003/hls/7/index.m3u8
CCTV7,http://118.81.87.220:9003/hls/8/index.m3u8
CCTV8,http://118.81.87.220:9003/hls/9/index.m3u8
CCTV9,http://118.81.87.220:9003/hls/10/index.m3u8
CCTV10,http://118.81.87.220:9003/hls/11/index.m3u8
CCTV11,http://118.81.87.220:9003/hls/12/index.m3u8
CCTV12,http://118.81.87.220:9003/hls/13/index.m3u8
CCTV13,http://118.81.87.220:9003/hls/14/index.m3u8
CCTV14,http://118.81.87.220:9003/hls/15/index.m3u8
CCTV15,http://118.81.87.220:9003/hls/16/index.m3u8
CCTV16,http://118.81.87.220:9003/hls/17/index.m3u8
CCTV17,http://118.81.87.220:9003/hls/18/index.m3u8
CCTV1,http://101.74.30.215:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://106.53.99.30/tv/20250717.php?id=0001
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV1,http://114.241.104.113:85/tsfile/live/1/1001_1.m3u8?key=txiptv
CCTV1,http://114.241.110.225:85/tsfile/live/1/1001_1.m3u8?key=txiptv
CCTV1,http://115.171.80.57:1688/rtp/225.1.8.33:8002$北京电信12
CCTV1,http://115.171.80.57:1688/rtp/225.1.8.81:8176$北京电信14
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://121.231.65.66:8095/rtp/239.49.8.129:6000$江苏电信21
CCTV1,http://123.113.110.212:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.113.110.212:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.149.43.180:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://144.255.18.234:6688/udp/239.21.1.120:5002$山东电信11
CCTV1,http://171.83.100.125:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://171.83.100.198:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv
CCTV1,http://218.28.31.182:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://219.145.93.74:10000/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://222.135.142.75:3283/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8
CCTV1,http://42.225.117.174:11199/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://59.173.120.39:4022/rtp/239.254.96.96:8550$湖北电信11
CCTV1,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://61.159.135.17:18000/rtp/238.255.2.91:5999$贵州电信11
CCTV1,http://61.163.181.78:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://8.138.7.223/tv/hot.php?id=1
CCTV1,http://sh.lnott.top:880/dx01.m3u8
CCTV1,http://101.74.29.127:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://101.74.28.102:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://101.74.30.164:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://114.254.38.118:18888/rtp/239.3.1.129:8008$北京联通11
CCTV1,http://115.171.80.57:1688/rtp/225.1.8.1:8008$北京电信11
CCTV1,http://144.255.32.94:8288/udp/239.21.1.120:5002$山东电信11
CCTV1,http://115.171.216.141:4000/rtp/225.1.8.1:8008$北京电信21
CCTV1,http://144.255.18.234:6688/udp/239.21.1.120:5002$山东电信21
CCTV1,http://183.184.47.145:8001/rtp/226.0.2.153:9136
CCTV2,http://1.31.14.70:54321/hls/4/index.m3u8
CCTV2,http://101.74.30.215:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
CCTV2,http://114.241.104.113:85/tsfile/live/2/1002_1.m3u8?key=txiptv
CCTV2,http://114.241.110.225:85/tsfile/live/2/1002_1.m3u8?key=txiptv
CCTV2,http://115.171.80.57:1688/rtp/225.1.8.2:8084$北京电信11
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8
CCTV2,http://121.231.65.66:8095/rtp/239.49.8.130:6000$江苏电信21
CCTV2,http://121.231.65.66:8095/rtp/239.49.8.50:9802$江苏电信22
CCTV2,http://123.113.110.212:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://123.113.110.212:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://171.83.100.125:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://171.83.100.198:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://218.17.33.178:53290/tsfile/live/1002_1.m3u8?key=txiptv
CCTV2,http://218.28.31.182:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://219.145.93.74:10000/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://221.226.51.220:50081/newlive/live/hls/2/live.m3u8
CCTV2,http://222.135.142.75:3283/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://222.218.122.93:8188/udp/239.81.0.115:4056$广西电信11
CCTV2,http://223.167.245.20:8001/rtp/239.45.3.208:5140$上海电信21
CCTV2,http://36.32.174.67:60080/newlive/live/hls/2/live.m3u8
CCTV2,http://42.225.117.174:11199/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://59.173.120.39:4022/rtp/239.69.1.102:10250$湖北电信11
CCTV2,http://60.16.0.216:5757/hls/2/index.m3u8
CCTV2,http://60.174.40.117:85/tsfile/live/0002_1.m3u8?key=txiptv
CCTV2,http://61.159.135.17:18000/rtp/238.255.2.11:5999$贵州电信11
CCTV2,http://61.163.181.78:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://61.184.46.85:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://8.138.7.223/tv/hot.php?id=2
CCTV2,http://genglei.8866.org:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://sh.lnott.top:880/dx02.m3u8
CCTV2,http://101.74.28.102:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://101.74.29.127:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://202.168.168.50:5000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://101.74.30.164:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.26.202.52:1299/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://114.254.38.118:18888/rtp/239.3.1.60:8084$北京联通11
CCTV2,http://144.255.32.94:8288/udp/239.21.1.151:5002$山东电信11
CCTV2,http://115.171.216.141:4000/rtp/225.1.8.2:8084$北京电信21
CCTV2,http://144.255.18.234:6688/udp/239.21.1.151:5002$山东电信21
CCTV2,http://115.171.216.43:4000/rtp/225.1.8.2:8084$北京电信31
CCTV2,http://183.184.47.145:8001/rtp/226.0.2.154:9144
CCTV3,http://1.31.14.70:54321/hls/6/index.m3u8
CCTV3,http://101.74.30.215:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8
CCTV3,http://112.46.85.60:8009/hls/3/index.m3u8
CCTV3,http://113.200.114.168:9003/hls/3/index.m3u8
CCTV3,http://114.241.104.113:85/tsfile/live/3/1003_1.m3u8?key=txiptv
CCTV3,http://114.241.110.225:85/tsfile/live/3/1003_1.m3u8?key=txiptv
CCTV3,http://115.171.216.43:4000/rtp/225.1.8.88:8000$北京电信21
CCTV3,http://115.171.80.57:1688/rtp/225.1.8.88:8000$北京电信11
CCTV3,http://116.128.242.83:9901/tsfile/live/0003_2.m3u8
CCTV3,http://116.128.242.83:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://117.36.76.86:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://123.113.110.212:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://123.113.110.212:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://123.149.43.180:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://153.0.171.163:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://171.104.106.97:50112/udp/239.81.0.231:4056$广西电信21
CCTV3,http://171.83.100.125:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://171.83.100.198:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://182.91.124.224:8801/tsfile/live/1039_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://182.91.124.61:8801/tsfile/live/1039_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://218.104.239.114:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://218.28.31.182:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://219.144.190.2:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://219.145.93.74:10000/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://42.225.117.174:11199/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://59.173.120.39:4022/rtp/239.69.1.122:10370$湖北电信11
CCTV3,http://60.16.0.216:5757/hls/3/index.m3u8
CCTV3,http://60.174.40.117:85/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://61.163.181.78:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://8.134.184.162:8314/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://8.138.7.223/tv/hot.php?id=3
CCTV3,http://genglei.8866.org:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://sh.lnott.top:880/dx03.m3u8
CCTV3,http://101.74.29.127:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://101.74.30.164:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://101.74.28.102:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://202.168.168.50:5000/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://114.254.38.118:18888/rtp/239.3.1.172:8001$北京联通11
CCTV3,http://144.255.32.94:8288/udp/239.21.2.45:5002$山东电信11
CCTV3,http://61.159.135.17:18000/rtp/238.255.2.133:5999$贵州电信11
CCTV3,http://144.255.18.234:6688/udp/239.21.2.45:5002$山东电信21
CCTV3,http://183.184.47.145:8001/rtp/226.0.2.208:9576
CCTV4,http://101.74.30.215:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8
CCTV4,http://114.241.104.113:85/tsfile/live/4/1004_1.m3u8?key=txiptv
CCTV4,http://114.241.110.225:85/tsfile/live/4/1004_1.m3u8?key=txiptv
CCTV4,http://116.128.242.83:9901/tsfile/live/0004_1.m3u8
CCTV4,http://121.231.65.66:8095/rtp/239.49.8.131:6000$江苏电信21
CCTV4,http://123.113.110.212:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://123.113.110.212:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://144.255.18.234:6688/udp/239.21.2.29:5002$山东电信12
CCTV4,http://171.83.100.125:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://171.83.100.198:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://202.168.168.50:5000/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://218.104.239.114:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://218.28.31.182:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://219.145.93.74:10000/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://222.135.142.75:3283/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://222.218.122.93:8188/udp/239.81.0.96:4056$广西电信11
CCTV4,http://59.173.120.39:4022/rtp/239.69.1.138:10466$湖北电信11
CCTV4,http://59.173.120.39:4022/rtp/239.69.1.231:11028$湖北电信12
CCTV4,http://59.173.120.39:4022/rtp/239.69.1.232:11034$湖北电信13
CCTV4,http://60.16.0.216:5757/hls/4/index.m3u8
CCTV4,http://60.174.40.117:85/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://61.163.181.78:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://8.138.7.223/tv/hot.php?id=4
CCTV4,http://genglei.8866.org:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://sh.lnott.top:880/dx04.m3u8
CCTV4,http://144.255.18.234:6688/udp/239.21.2.28:5002$山东电信11
CCTV4,http://61.159.135.17:18000/rtp/238.255.2.213:5999$贵州电信11
CCTV4,http://182.91.124.60:8801/tsfile/live/1040_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://101.74.29.127:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://101.74.30.164:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://101.74.28.102:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://144.255.32.94:8288/udp/239.21.1.154:5002$山东电信11
CCTV4,http://61.159.135.17:18000/rtp/238.255.2.92:5999$贵州电信11
CCTV4,http://144.255.32.94:8288/udp/239.21.2.29:5002$山东电信12
CCTV4,http://144.255.18.234:6688/udp/239.21.2.29:5002$山东电信22
CCTV4,http://144.255.32.94:8288/udp/239.21.2.28:5002$山东电信11
CCTV4,http://144.255.18.234:6688/udp/239.21.2.28:5002$山东电信21
CCTV4,http://114.254.38.118:18888/rtp/239.3.1.214:4220$北京联通11
CCTV4,http://61.159.135.17:18000/rtp/238.255.2.214:5999$贵州电信11
CCTV5,http://1.31.14.70:54321/hls/7/index.m3u8
CCTV5,http://101.74.30.215:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8
CCTV5,http://113.200.114.168:9003/hls/5/index.m3u8
CCTV5,http://114.241.104.113:85/tsfile/live/5/1005_1.m3u8?key=txiptv
CCTV5,http://114.241.110.225:85/tsfile/live/5/1005_1.m3u8?key=txiptv
CCTV5,http://115.171.80.57:1688/rtp/225.1.8.89:8000$北京电信11
CCTV5,http://116.128.242.83:9901/tsfile/live/0006_1.m3u8
CCTV5,http://117.36.76.86:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://120.198.101.106:9901/tsfile/live/1030_1.m3u8
CCTV5,http://123.113.110.212:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://123.113.110.212:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://123.149.43.180:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://171.15.18.199:8180/TV00000000000000000005@HHZT
CCTV5,http://171.83.100.125:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://171.83.100.198:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://183.220.107.138:4022/rtp/239.11.0.100:5140
CCTV5,http://202.168.168.50:5000/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://218.15.183.23:9901/tsfile/live/23022_1.m3u8
CCTV5,http://218.28.31.182:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://222.218.122.93:8188/udp/239.81.0.232:4056$广西电信11
CCTV5,http://42.225.117.174:11199/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://59.173.120.39:4022/rtp/239.69.1.123:10376$湖北电信11
CCTV5,http://60.16.0.216:5757/hls/5/index.m3u8
CCTV5,http://60.174.40.117:85/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://61.159.135.17:18000/rtp/238.255.2.134:5999$贵州电信11
CCTV5,http://8.134.184.162:8314/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://8.138.7.223/tv/hot.php?id=5
CCTV5,http://genglei.8866.org:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://sh.lnott.top:880/dx05.m3u8
